MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
366047000,2022-03-31T00:00:03,47.62918,-122.38098,0,103.5,0,AMERICAN TRIUMPH,IMO7738412,KTHZ,30,15,87,16,3.7,30,A
366986160,2022-03-31T00:00:17,29.8222,-92.13192,0,40.3,117,Q O DUNN,IMO7308023,WX9279,30,15,49,10,,30,A
367688310,2022-03-31T00:00:00,40.43587,-80.00665,0,360,511,PRINCESS,,WDI3435,60,15,24,,,69,A
367624350,2022-03-31T00:00:03,29.0773,-90.17258,0,360,511,STINGRAY,IMO7942764,WDH5083,90,15,21,12,,70,A
368021840,2022-03-31T00:00:07,40.48597,-80.05711,0,289.3,317,HAILEY NICOLE,,WDJ8999,57,0,32,10,2.7,57,A
367703790,2022-03-31T00:00:29,29.65821,-90.2208,0,293.9,262,AMERICAN PROGRESS,,WDI4961,31,5,22,,,51,A
377906051,2022-03-31T00:00:07,18.42242,-64.60673,0,247.7,511,C ELIZABETH II,IMO5270909,J8PZ8,79,0,0,0,2.5,79,A
367743660,2022-03-31T00:00:10,29.97742,-90.40037,0,246.9,511,EVELYN JAMES,,WDI8937,31,0,,,,57,A
366264360,2022-03-31T00:00:03,47.65887,-122.38124,0,216.8,173,WESTERN DAWN,IMO7515925,WDJ5630,30,7,24,7,,30,A
367332840,2022-03-31T00:00:05,29.7775,-92.17752,0.1,310,292,KARLA F,IMO9555694,WDE3008,90,0,50,10,,77,A
367313530,2022-03-31T00:00:06,29.77668,-91.73265,0,247.5,511,STEPHANIE A SETTOON,,WDD9594,31,0,15,6,,90,A
367427260,2022-03-31T00:00:08,30.08264,-93.33198,0,117.8,217,HOWARD BLANK,,WDF2314,31,12,26,9,,31,A
367639270,2022-03-31T00:00:03,29.98716,-90.80974,10.3,49,55,DENNIS FROMENTHAL,,WDH6560,31,12,23,,,57,A
366941860,2022-03-31T00:00:19,29.73053,-95.05134,0,254.8,511,SAN RAFAEL,,WCW8517,31,5,22,9,,52,A
368225790,2022-03-31T00:00:02,40.64415,-80.48404,0,252.9,511,MARY PATRICIA,IMO1048576,WDM6500,57,15,20,7,0,57,A
367003780,2022-03-31T00:00:07,30.60119,-87.24735,0,284.5,1,PHILIP,,WDF2430,31,12,21,8,,57,A
367462360,2022-03-31T00:00:05,30.67383,-88.03263,0,360,511,CINDY R,,WDF5367,31,0,17,6,,57,A
367618760,2022-03-31T00:00:06,30.14159,-85.6312,0,209.7,511,BRITTANY LYNN,,WDH4536,31,0,15,6,,99,A
368081960,2022-03-31T00:00:04,48.60958,-123.1541,0,257.3,320,ORIENT EXPRESS,IMO1221379,WDK7181,37,5,28,8,0,37,A
368196410,2022-03-31T00:00:01,28.68606,-89.22006,9.1,258.7,256,C-CONSTRUCTOR,IMO9763746,WDM3339,29,0,97,40,6,29,A
367638130,2022-03-31T00:00:04,38.85745,-90.11782,0,0,511,JOSEPH PATRICK ECKST,,WDH6454,31,12,39,12,,57,A
353327000,2022-03-31T00:00:04,18.33281,-64.9531,0,284.8,511,GRAPETREE BAY,IMO8133968,HO8940,31,5,27,8,3.4,52,A
366698000,2022-03-31T00:00:00,32.85026,-79.94024,0,99.3,55,CAPE DECISION,IMO7310911,WMGD,70,5,207,32,6.8,70,A
366995010,2022-03-31T00:00:02,18.4477,-66.0911,0,307,86,BETH M MCALLISTER,IMO8980919,WCZ8598,31,0,33,9,4.3,52,A
367424420,2022-03-31T00:00:06,29.75793,-95.07,9.5,313.1,511,HADEN II,IMO9215335,WDF2064,31,0,28,10,5,52,A
538007899,2022-03-31T00:00:03,27.62555,-82.64496,11.7,243.4,241,CS CELESTE,IMO9670418,V7QI3,79,5,177,30,9,79,A
209862000,2022-03-31T00:01:10,26.27385,-79.52307,14.5,40.9,50,WARNOW WHALE,IMO9395032,5BXD3,70,0,166,25,9.5,70,A
367500440,2022-03-31T00:00:30,44.35936,-124.11755,6.2,0.4,5,TIMMY BOY,,WDF8969,30,15,17,,,30,A
368063310,2022-03-31T00:00:05,29.95513,-90.06213,0,121.8,20,CITY OF NEW ORLEANS,,WDK5276,60,15,59,17,2,60,A
338158000,2022-03-31T00:00:00,46.25915,-123.45295,14.2,320.2,320,WEST VIRGINIA,IMO9704805,KSKW,80,0,183,,,80,A
368088240,2022-03-31T00:00:04,29.9678,-93.86009,0,337.2,511,ROY DEVALL,,WDK7830,52,5,19,9,0,52,A
367772180,2022-03-31T00:00:04,29.48122,-94.60876,6.1,250.7,250,JOE LOCHRICO,,WDJ3868,31,12,,,,57,A
367525770,2022-03-31T00:00:04,47.65836,-122.38106,0,309,511,TUGIDAK,IMO7309302,WDG3411,30,15,25,7,,79,A
367328790,2022-03-31T00:00:04,30.11527,-90.98012,0,216.9,282,LADY OF PERPETUAL HE,,WDE2720,31,12,22,8,,57,A
227000010,2022-03-31T00:00:04,24.55471,-81.81088,0,0,0,FRENCH WARSHIP,IMO9999998,,35,0,0,0,0,35,A
367751480,2022-03-31T00:00:15,26.11304,-80.11207,0,357.1,511,4 TRANQUILITY,,WDI9722,37,,,,,,B
367139820,2022-03-31T00:00:00,48.67059,-123.40667,0,23.6,65,INVICTUS,,WDD4072,37,15,21,6,,30,A
367751050,2022-03-31T00:00:01,30.02652,-90.46947,0,168,198,CHAD PREGRACKE,,WDI9674,31,12,,,,57,A
316005611,2022-03-31T00:00:21,49.20004,-123.08938,0,95.1,511,SMIT NORMAN,IMO8137055,,31,11,18,7,3,31,A
366961460,2022-03-31T00:00:01,29.99365,-90.79694,0.1,261.2,213,DAVID G SEHRT,,WDB8607,31,0,54,15,,57,A
366969670,2022-03-31T00:00:00,29.76698,-95.10108,0.2,49.4,238,TOMMY E,,WCX6752,31,12,16,6,,57,A
367582190,2022-03-31T00:00:22,29.25458,-89.97239,0.1,288.9,511,LYLA ANGELLE,IMO8973318,WDG8896,60,0,41,8,2.7,60,A
366820360,2022-03-31T00:00:02,30.04107,-90.63779,0,256.7,511,MADELEINE MICHELLE,,WDA5462,31,15,18,7,,31,A
366788910,2022-03-31T00:00:01,26.77888,-80.04028,0.1,203.1,5,BYTE ME,,WDA2236,37,0,21,5,,30,A
367507520,2022-03-31T00:00:01,27.84662,-97.22479,0,34.4,48,SIGNET CONSTELLATION,IMO9593139,WDF9663,31,0,27,12,4,52,A
338224334,2022-03-31T00:00:03,27.83803,-97.05228,0,203.7,511,,,,0,15,0,0,0,0,A
367368850,2022-03-31T00:00:01,29.88546,-90.07399,0,257.8,511,MELISSA LEE,,WDE5584,31,0,21,7,,31,A
367375620,2022-03-31T00:00:03,29.38456,-94.76928,0,167.7,511,STUD II,,WDE6081,31,0,13,7,,57,A
367601620,2022-03-31T00:00:03,30.05904,-93.48555,4.4,89.2,87,FRANK GOLEMI,,WDH2829,31,0,22,,,57,A
368237340,2022-03-31T00:00:04,30.10635,-90.91751,0,267.7,4,EMILY WEBBER,,WDM7797,52,12,26,10,3.1,31,A
368143680,2022-03-31T00:00:04,33.85427,-78.65279,6.5,229.1,511,SUPER VOYAGER III,,WDL5712,99,15,30,7,0,99,A
367057510,2022-03-31T00:00:02,37.04646,-89.18153,0,272.2,12,LARRY Y STRAIN,,WDC6526,31,12,41,14,,32,A
367767480,2022-03-31T00:00:02,29.31188,-94.8029,0,301.9,511,HOLT T,IMO8978203,WDJ3382,60,0,29,7,,60,A
367392030,2022-03-31T00:00:00,29.24599,-90.66518,0.1,232.8,511,KOLBY,,WDE7337,31,15,12,4,,52,A
367637960,2022-03-31T00:00:00,30.07637,-90.90897,0.1,360,511,JOHN PAUL ECKSTEIN,,WDH6438,31,12,51,14,,57,A
636017828,2022-03-31T00:00:00,28.638,-89.52253,7.2,200,197,STOLT KIRI,IMO9266231,D5MW8,80,0,145,24,9.6,83,A
241770000,2022-03-31T00:00:01,25.53252,-79.54634,12.1,187.9,185,ATLANTIC,IMO9912139,SVDL8,80,0,274,48,9.5,80,A
367688320,2022-03-31T00:00:05,40.43561,-80.0058,0,360,511,DUCHESS,,WDI3438,60,15,27,,,69,A
367479930,2022-03-31T00:00:01,29.75691,-95.17827,0,151.9,145,MR BENNETT,,WDF6985,31,12,18,7,,57,A
316003527,2022-03-31T00:00:07,49.12369,-123.18908,0,228.6,511,BELINA,IMO5039678,CY3195,30,0,23,7,2.9,30,A
367456950,2022-03-31T00:00:03,29.78558,-95.0957,0,308.6,175,SPIRIT,IMO8981406,WDF4892,31,12,22,9,,57,A
367598440,2022-03-31T00:00:05,29.5421,-90.76064,0,269.2,511,ELIE CHERAMIE,,WDH2520,31,0,20,,,31,A
338130533,2022-03-31T00:00:13,45.60312,-122.65844,0,28.3,511,CONJURER,,,37,,15,,,,B
311000857,2022-03-31T00:00:04,29.68333,-89.96549,15.3,148.7,154,RIVER PEARL,IMO9363663,C6EC6,70,0,188,32,6.4,70,A
368000070,2022-03-31T00:00:08,30.70872,-81.45646,5.3,251.5,511,SHAWNA LUCILLE,,WDJ6774,30,,22,,,,B
367473590,2022-03-31T00:00:08,29.93748,-90.31561,0.1,235.5,229,BILL MILLER,,WDF6375,31,0,24,9,,31,A
367515280,2022-03-31T00:00:08,29.59711,-94.94637,6.9,145,145,LADY OF GUADALUPE,,WDG2401,31,12,22,9,,57,A
367396140,2022-03-31T00:00:01,29.72408,-95.02006,0.1,62,162,WINDY CITY,,WDE7671,31,12,18,7,,57,A
367079560,2022-03-31T00:00:03,29.2567,-89.36142,0,360,511,MS DEE,IMO8973497,WDC7960,60,0,35,7,,60,A
367162270,2022-03-31T00:00:09,29.7903,-95.07808,0,311.9,8,CAPT LANCE DRAGON,,WDD5699,31,12,23,9,,57,A
538003882,2022-03-31T00:00:02,30.15013,-88.535,6.5,148,152,DUBAI ANGEL,IMO9422524,V7TT6,80,0,250,44,15,80,A
368120610,2022-03-31T00:00:08,30.51806,-91.23047,7.8,68,511,DODSON THORNTON,,WDL3330,52,5,25,8,3.3,52,A
367081140,2022-03-31T00:00:04,29.91908,-89.93089,0.1,202.6,511,GALLANT FOX,,WDI6731,31,0,20,7,,31,A
367057340,2022-03-31T00:00:19,31.54481,-91.45011,0,268.7,40,CAPT R P GETTELFINGE,,WDC6512,31,12,46,15,,31,A
367508330,2022-03-31T00:00:02,29.64184,-91.11412,0.1,274.7,274,CHOPS,,WDF9738,31,0,28,9,,31,A
367138490,2022-03-31T00:00:07,29.25851,-89.96587,0,199.6,203,ANNA M,IMO9406403,WDD3952,60,0,44,8,2.4,60,A
367398340,2022-03-31T00:00:09,39.43837,-91.03107,0,360,511,AJAY,,WSV8889,31,0,13,5,,52,A
367127120,2022-03-31T00:00:04,30.12432,-85.63269,0.1,302.3,511,CAPT WICK,,WCZ7147,33,0,0,0,3.5,33,A
338189587,2022-03-31T00:00:10,31.15057,-81.49961,0.1,169.8,511,MAGIC,,,37,,11,,,,B
367668810,2022-03-31T00:00:02,29.90658,-90.12144,0,357,292,PENNY ECKSTEIN,IMO8992314,WDH9508,31,12,39,12,,57,A
367002050,2022-03-31T00:00:10,29.59332,-90.93709,0,360,511,CAPTAIN EDDIE,,WDC3053,31,15,19,7,,31,A
368230000,2022-03-31T00:00:19,28.96756,-95.28538,0,57.1,149,ODYSSEA GOLD,IMO9558555,WDE8097,90,0,57,14,4.1,36,A
368217570,2022-03-31T00:00:10,29.81825,-85.313,0,0,344,DOROTHY DAY,,,0,5,0,0,0,0,A
367003920,2022-03-31T00:00:08,29.8341,-90.06068,0,215.7,155,TENNESSEE MERCHANT,,WDC3208,31,0,37,10,,31,A
367325130,2022-03-31T00:00:13,29.61073,-94.99031,0,326.2,229,WESLEY A,IMO9097628,WDE2433,31,0,30,12,,52,A
366996570,2022-03-31T00:00:05,29.78348,-95.07279,0,26.3,311,LAMPASAS,,WDC2701,31,0,18,7,,52,A
367643270,2022-03-31T00:00:00,31.15171,-87.97295,0,209.1,302,AMERICAN DREAM,,WDH6954,31,12,21,,,3,A
367388680,2022-03-31T00:00:01,29.78373,-95.0941,0,228.1,163,MORGAN CITY,,WDE7077,31,12,23,10,,57,A
367473550,2022-03-31T00:00:00,30.30403,-91.31925,0,250.4,511,ST CHARLES,,WDF6371,31,12,23,10,,52,A
367664180,2022-03-31T00:00:14,44.20162,-124.20977,6.6,2.2,5,MANDY J,,WDH9047,30,,20,6,,,B
241190000,2022-03-31T00:00:01,28.91133,-94.301,10.8,101,99,MINERVA ZEN,IMO9410909,SVBN3,80,0,183,32,13.5,89,A
368242770,2022-03-31T00:00:02,29.37353,-94.79695,7.5,291.4,295,EMILIE REECE,,WDM8380,52,12,26,10,2.9,57,A
368181020,2022-03-31T00:00:09,29.79922,-90.0119,0.1,251,511,LARRY BOY,IMO0000111,WDL9658,32,0,22,10,2.5,52,A
319226200,2022-03-31T00:00:14,26.05848,-80.13585,0,142.6,359,BACCHUS,IMO9548809,ZGQD3,37,5,50,10,2.6,37,A
316005667,2022-03-31T00:00:02,49.28663,-123.09705,0,128.4,511,ROYAL CANADIAN,IMO6810184,CY8898,30,0,30,8,3.4,30,A
249579000,2022-03-31T00:00:23,29.2323,-94.62679,0.3,192.6,98,DAVIDE B,IMO9721750,9HA4297,80,1,155,,,82,A
368220940,2022-03-31T00:00:01,27.98974,-97.07782,0,171.4,189,SAMANTHA TRUEHEART,IMO1281050,WDM5964,57,12,207,18,3.1,57,A
367638240,2022-03-31T00:00:07,42.12537,-90.16907,5.7,109,110,DAVID L FIELDS,,WDH6464,31,0,40,14,,52,A
366984250,2022-03-31T00:00:04,41.57652,-90.39055,3.9,271,275,ARDYCE RANDALL,,WDB9870,31,12,40,14,,52,A
368132360,2022-03-31T00:00:06,29.92515,-90.20296,0,167.7,262,SHELL BEACH,,WDL4533,52,12,24,11,2.8,57,A
366970790,2022-03-31T00:00:05,37.9278,-87.8864,0,293.8,511,SCARLET GEM,,WDB9162,31,0,19,7,,31,A
367648290,2022-03-31T00:00:00,29.92674,-90.1424,0,360,511,ST CHRISTOPHER,,WDH7453,31,12,23,,,57,A
367702370,2022-03-31T00:00:05,30.01278,-90.75463,0,256.3,265,SAFETY CHALLENGER,,WDI4822,31,0,21,8,,31,A
368173020,2022-03-31T00:00:04,29.83908,-90.04046,0,291.8,52,MISS BRAYLEE,,WDL8799,52,12,22,10,3.3,52,A
368178590,2022-03-31T00:00:06,29.94155,-89.99832,0.4,64.4,511,DAUPHINE,,WDL9067,50,0,0,0,0,50,A
366866930,2022-03-31T00:00:02,48.26494,-123.12879,12.4,225.8,225,TUG RESPONSE,IMO9258806,WDA9597,52,0,40,14,6.1,52,A
477706100,2022-03-31T00:00:07,28.90844,-89.35215,0,252.1,157,PAC ALCOR,IMO9913640,VRTZ5,70,1,199,32,9.5,70,A
367704390,2022-03-31T00:00:05,30.18382,-93.30563,0,299.7,168,"RAY ""CHIEF"" TONEY",,WDI5024,31,12,25,,,57,A
367473550,2022-03-31T00:00:00,30.30403,-91.31925,0,250.4,511,ST CHARLES,,WDF6371,31,12,23,10,,52,A
367059310,2022-03-31T00:00:02,29.93462,-92.66314,0.1,214.6,100,EMS EXPRESS,,WDC6662,31,12,22,10,,57,A
311000813,2022-03-31T00:00:24,49.30828,-123.10862,0,257.7,256,AFRICAN GANNET,IMO9749233,C6DX9,70,5,180,30,6.7,70,A
367643350,2022-03-31T00:00:00,38.31639,-85.66363,0,114.7,216,MARGARET ANN,,WDH6962,31,0,32,,,57,A
316028909,2022-03-31T00:00:10,49.22222,-122.83967,0,179.9,511,QUADRANT COMMANDER,,,99,0,,,,99,A
367088210,2022-03-31T00:00:10,30.42346,-88.51365,0,256.3,511,RACHEL BURTON,IMO7308061,WX9277,30,0,49,10,,30,A
367087250,2022-03-31T00:00:00,29.59009,-90.96637,6.9,155.4,511,ALVERTA A SETTOON,,WDD4751,31,0,15,6,,31,A
366828620,2022-03-31T00:00:07,30.36918,-81.62717,0,142.4,511,VICKI M MCALLISTER,IMO9257826,WDA6093,31,15,29,11,3.7,52,A
368237160,2022-03-31T00:00:00,29.99684,-89.99804,0,325.9,262,RYAN JAMES,,WDM7777,52,12,26,12,2.7,57,A
368018190,2022-03-31T00:00:03,27.93001,-82.44734,4.3,190,188,TRINITY,,WDJ8617,52,0,32,14,0,52,A
368201230,2022-03-31T00:00:11,29.39468,-94.51961,2.1,19.8,511,DAT THINH,IMO0000000,WDM3869,30,15,27,8,0,30,A
367663560,2022-03-31T00:00:08,29.73048,-95.02372,0,247.8,312,LYNNE,,WDH8988,31,12,21,,,31,A
316005721,2022-03-31T00:00:03,49.02468,-123.14829,0.1,198.8,511,CHARLES H CATES I,IMO8703218,,31,0,24,8,3,52,A
367570970,2022-03-31T00:00:01,29.23264,-89.30303,21.3,142.2,511,MISSISSIPPI DELTA,,WDG7800,60,0,15,,,50,A
367702390,2022-03-31T00:00:03,30.52108,-91.22334,1.5,178.7,240,SAFETY EXPLORER,,WDI4824,31,0,21,8,,31,A
367619730,2022-03-31T00:00:00,30.3508,-88.50512,0,242.4,13,SARAH GOLDING,,WDH4635,31,12,22,,,57,A
367512840,2022-03-31T00:00:03,29.95253,-90.14395,6.8,322.1,305,SECRETARIAT,,WDG2166,31,0,21,,,57,A
366993380,2022-03-31T00:00:10,30.23897,-91.12763,0,164.2,511,GRACE NICOLE,,WDC2451,31,0,25,9,,52,A
367788780,2022-03-31T00:00:05,28.26172,-96.74757,5.8,49.3,511,MISS GABRIELLA,,WDJ5552,31,0,26,9,3.5,52,A
367702150,2022-03-31T00:00:05,30.73164,-91.35892,0,319.1,340,HAROLD B DODD,,WDI4802,31,0,51,14,,56,A
367113150,2022-03-31T00:00:05,29.71347,-95.25294,0.1,229.4,269,CHRIS PIKE,,WDD2269,31,0,26,9,,31,A
366995450,2022-03-31T00:00:07,30.38353,-91.23053,0,277.7,511,DELOS CASE,,WDC2600,31,12,19,7,,52,A
367062120,2022-03-31T00:00:01,48.4104,-122.7316,8.6,352.9,353,OCEAN NAVIGATOR,IMO8700711,WSC2552,31,11,25,8,,31,A
311001095,2022-03-31T00:00:02,28.8786,-79.9483,18.5,350.4,351,CARNIVAL SPIRIT,IMO9188647,C6FF5,69,0,293,40,8.5,69,A
367649320,2022-03-31T00:00:08,48.57105,-122.88288,0,240.4,220,WSF SAMISH,IMO9720251,WDH7552,60,0,110,25,5,60,A
366990450,2022-03-31T00:00:03,47.276,-122.81629,4.1,312.2,511,CHARLIE WELLS,,WAH4742,60,0,19,10,,99,A
367156260,2022-03-31T00:00:02,29.25817,-89.96633,0.1,185,223,WARREN THOMAS,IMO9399454,WDJ6269,90,0,50,10,3.6,0,A
563092400,2022-03-31T00:00:07,28.60311,-93.47445,10.3,122.4,125,STI MAVERICK,IMO9833589,9V2705,89,0,183,32,11,89,A
316014750,2022-03-31T00:00:01,49.29766,-123.02923,102.3,360,179,VIKING ALLIANCE,IMO9137454,VAS2018,30,0,41,11,6,30,A
368036960,2022-03-31T00:00:08,40.44889,-80.03322,0,134.1,131,GALE R RHODES,IMO8199788,WDK2590,0,15,20,7,0,0,A
367146780,2022-03-31T00:00:09,30.32374,-91.32453,0,298.1,160,ROBERT G STONE JR,,WDD4596,31,12,25,10,,57,A
338202306,2022-03-31T00:00:07,47.61673,-122.51367,0,134.3,511,NO SHEET,,,37,,15,,,,B
366779440,2022-03-31T00:00:09,27.82111,-97.20755,0,279.9,17,ATTENTIVE,IMO9214393,WCZ7337,31,0,42,12,4.9,52,A
538071632,2022-03-31T00:00:17,25.70493,-80.25852,0,252.6,282,EURUS,,V7A4866,37,0,35,8,2.2,37,A
316004969,2022-03-31T00:00:25,48.92607,-123.71383,0,181.6,511,CT TITAN,,,52,11,0,0,2.7,52,A
316023608,2022-03-31T00:00:11,49.15434,-122.95026,0,294.8,511,KOOTENAY,,,31,15,19,9,4.1,52,A
477390400,2022-03-31T00:00:12,47.27356,-122.40806,0,200.7,131,SEASPAN AMAZON,IMO9630391,VRNF8,70,5,336,48,15.2,71,A
367167020,2022-03-31T00:00:01,29.05634,-89.30902,0,235.6,120,EUGENIE,IMO9091260,WDF2441,31,12,29,9,,57,A
366990030,2022-03-31T00:00:02,38.01452,-90.07406,0,265.2,511,VICKIE,,WDC2251,31,11,29,10,,31,A
367554830,2022-03-31T00:00:04,29.85032,-93.97117,0,360,329,DAVE LEBOEUF,,WDG6234,31,0,21,,,57,A
368203670,2022-03-31T00:00:08,29.75102,-95.1071,0,358.7,137,ERIC BRUMFIELD,,WDM4134,31,12,23,11,3.1,31,A
477333600,2022-03-31T00:00:00,48.12519,-123.4428,0,122.6,290,KODIAK ISLAND,IMO9726190,VRQO7,70,5,,,,70,A
367453040,2022-03-31T00:00:11,46.16833,-123.91414,0,136.2,511,PATIENCE,,WDF4538,30,,19,6,,,B
219027839,2022-03-31T00:00:12,29.24533,-94.46256,0.1,327,105,TORM TIMOTHY,IMO9726487,OZTX2,80,1,183,32,10.7,80,A
366811570,2022-03-31T00:00:15,30.75359,-88.03369,0,293,21,NATALIE H,IMO7200245,WDA4637,31,0,18,7,,0,A
367740670,2022-03-31T00:00:09,27.84012,-97.06922,0,212.7,511,CHARLES W. HEALD,,WDI8644,60,15,,,,60,A
367548930,2022-03-31T00:00:01,29.54686,-95.0206,0,273.7,511,BOARDWALK FANTASEA,,WDG5661,60,0,30,6,,60,A
338107088,2022-03-31T00:00:09,27.72724,-82.47488,0,18.6,511,THE PACER,,,37,,,,,,B
367708380,2022-03-31T00:00:04,45.82804,-122.81469,5.9,203,205,JOHNNY PETERSON,,WDI5422,31,3,15,,,52,A
368092860,2022-03-31T00:00:01,29.72748,-95.2232,0,7.4,357,THIBODAUX,,WDK8305,57,12,113,32,3,57,A
366935050,2022-03-31T00:00:04,29.77147,-95.10206,0,312.9,511,MISS PEGGY,,WDH7675,31,0,15,6,,90,A
338128906,2022-03-31T00:00:03,26.27746,-80.08853,0,216.6,511,HOW LUCKY AGAIN,,,37,,13,,,,B
367584390,2022-03-31T00:00:11,29.7958,-95.05732,7.4,16.1,511,JB BLOOMER,IMO8987448,WDG9108,31,0,18,6,,52,A
367532830,2022-03-31T00:00:06,30.34414,-91.17393,3.8,279.8,278,CAROL MCMANUS,IMO8836651,WDG4087,31,12,49,15,,52,A
367458050,2022-03-31T00:00:02,30.75219,-88.03493,0,37.4,26,TOM HUCKABEE,,WDF4986,31,5,37,10,,31,A
366967640,2022-03-31T00:00:11,38.54004,-90.24977,0,191.1,511,CINDY L,,WDB8999,31,0,12,6,,31,A
367754480,2022-03-31T00:00:01,28.93509,-95.33128,0,210.8,226,POSEIDON,IMO9794226,WDJ2022,31,0,,,,52,A
368135490,2022-03-31T00:00:06,30.42561,-89.0331,0,23.2,511,SEA INNOVATOR I,IMO8973356,WDL4854,0,15,41,10,0,0,A
367549430,2022-03-31T00:00:06,38.57567,-90.22438,4.5,46.6,511,GATEWAY EXPRESS,,WDG6245,31,0,19,,,31,A
367583670,2022-03-31T00:00:08,29.67301,-89.96376,0.1,10,511,RACHEL ALEXANDRA,,WDG9038,31,8,17,7,,31,A
366950140,2022-03-31T00:00:06,48.75658,-122.50384,0,228.7,217,SHELLFISH,IMO7308774,WDI4328,30,0,25,7,,30,A
367007030,2022-03-31T00:00:07,30.43959,-91.19257,0,360,11,CAPT BILLY SLATTEN,IMO8964733,WDC3380,31,0,30,10,,52,A
367003360,2022-03-31T00:00:09,29.39105,-94.76212,6.2,47.7,511,DUSTIN,,WDF2418,31,12,21,8,,52,A
366995910,2022-03-31T00:00:01,29.99659,-93.91363,0,299.1,278,CAMERON BLAIR,,WDC2641,31,0,18,7,,52,A
368059490,2022-03-31T00:00:09,29.33837,-94.83297,4.7,50.2,49,BAILEY,,WDK4879,57,12,302,17,2.9,57,A
316025866,2022-03-31T00:00:15,49.05097,-123.3919,6,136.7,511,HECATE STRAITS,IMO8137031,,31,0,21,7,3.5,52,A
368113370,2022-03-31T00:00:08,29.92831,-89.97257,0.1,197.2,286,OUIZEE,,WDL2577,31,12,26,10,3.4,31,A
316042022,2022-03-31T00:00:18,49.31265,-123.10679,0,349.6,178,SEASPAN RAPTOR,IMO9766994,.,52,0,24,11,5.8,52,A
366998020,2022-03-31T00:00:12,29.94012,-90.36632,4.9,286.8,287,ST ANDREW,IMO8635916,WDC2812,31,12,19,7,,57,A
366914770,2022-03-31T00:00:03,29.6915,-91.09837,0.1,294.1,511,CANDY MACHINE,IMO8993069,WDB5898,60,0,44,8,1.9,60,A
367014420,2022-03-31T00:00:07,29.89283,-90.07717,0,253.3,511,PINE BLUFF,,WDC3801,31,0,23,8,,52,A
367005360,2022-03-31T00:00:10,29.57212,-90.59386,0,79.4,286,CREOLE LADY,IMO7216799,WDC3293,31,15,25,9,,57,A
366996190,2022-03-31T00:00:08,32.69321,-80.22626,0.1,91.1,264,CREOLE TUT,,WDC2667,31,0,17,6,,52,A
368048120,2022-03-31T00:00:06,34.74068,-90.44477,0,327.4,511,CHRIS FOSTER,,WDK3729,32,15,20,8,0,32,A
368052660,2022-03-31T00:00:01,40.0223,-91.48801,6.1,332.2,511,SIR CARMA SUE,,WDK4182,31,0,25,8,1.6,31,A
367647050,2022-03-31T00:00:09,30.16854,-91.00866,4.6,323,511,USS CAIRO,,WDH7325,31,0,20,,,31,A
367458840,2022-03-31T00:00:02,25.77179,-80.15139,0,360,293,OSPREY,,WCZ9995,60,0,50,12,0,60,A
367719830,2022-03-31T00:00:07,38.01564,-90.08829,0.1,8,511,RONNIE I,,WDI6550,31,15,19,,,31,A
368022610,2022-03-31T00:00:24,29.82167,-92.13165,0,128.2,34,VERMILION,IMO0579571,WDJ9088,30,0,40,10,3,30,A
367668280,2022-03-31T00:00:03,29.25469,-89.97195,0,360,511,CAPT ROD,,WDH9459,60,0,33,6,,90,A
563043900,2022-03-31T00:00:15,26.00242,-77.8301,6.4,303.8,302,PINZA,IMO9790232,9V3706,80,0,230,32,8.1,80,A
367119160,2022-03-31T00:00:01,48.72212,-122.5143,0,237.2,176,HOKULANI,IMO7417422,WDI9073,31,15,34,10,4.9,32,A
367378170,2022-03-31T00:00:07,27.88243,-97.04488,0,300.3,511,HUD JOSEPH,,WDE6277,31,0,18,7,,90,A
367665350,2022-03-31T00:00:01,36.2084,-89.67315,0,260,511,LOU DRAPER,,WDH9171,31,15,18,,,30,A
366920020,2022-03-31T00:00:02,29.93444,-92.66297,0,209.7,287,MARTIN CAPTAIN,,WDB6210,31,0,15,6,,31,A
367717180,2022-03-31T00:00:05,40.53646,-79.79221,0,360,511,SAGE JOHNSON,,WDI6292,31,0,12,,,31,A
367505650,2022-03-31T00:00:00,29.62627,-89.90728,0,34,302,BERNARD G,,WDF9486,31,12,39,12,,57,A
367767260,2022-03-31T00:00:06,28.93222,-95.32575,0.1,118.5,511,ELENA L,,WDJ3359,99,0,13,5,2,99,A
367353110,2022-03-31T00:00:04,31.51565,-78.7002,15.7,46,44,PELICAN STATE,IMO9408102,WDE4433,80,0,183,32,12.8,80,A
366996720,2022-03-31T00:00:02,27.84139,-97.0734,6.8,262.3,511,LOU NATARO,,WDC2714,31,0,24,8,,57,A
377911000,2022-03-31T00:00:08,18.30015,-64.66923,4.7,53.8,63,TROPIC PALM,IMO7625964,J8PB,70,0,100,21,4.7,70,A
370413000,2022-03-31T00:00:06,45.68442,-122.77562,9.6,174.5,175,GLOBAL ARC,IMO9644043,3FNJ6,70,0,176,28,9.8,70,A
367666110,2022-03-31T00:00:00,29.25585,-89.35952,0,251.1,511,JAX,,WDH9245,31,0,11,7,,31,A
366929710,2022-03-31T00:00:02,48.23438,-123.38179,15,187.4,190,COHO,IMO5076949,WM4599,60,0,104,22,3.8,60,A
367573410,2022-03-31T00:00:03,29.92549,-89.96404,0,264.9,302,CHAMPION,,WDG8040,31,12,26,,,57,A
